BusStopCode ServiceNo   Direction    StopSequence
75009	10	1	1
76059	10	1	2
76069	10	1	3
96289	10	1	4
96109	10	1	5
85079	10	1	6
85089	10	1	7
85069	10	1	8
85059	10	1	9
85049	10	1	10
85039	10	1	11
85029	10	1	12
85019	10	1	13
94079	10	1	14
94069	10	1	15
94059	10	1	16
94049	10	1	17
94089	10	1	18
94039	10	1	19
94029	10	1	20
94019	10	1	21
93099	10	1	22
93089	10	1	23
93079	10	1	24
93069	10	1	25
93059	10	1	26
92159	10	1	27
92149	10	1	28
92139	10	1	29
92129	10	1	30
92119	10	1	31
92109	10	1	32
92099	10	1	33
92161	10	1	34
82071	10	1	35
81199	10	1	36
81189	10	1	37
81179	10	1	38
80141	10	1	39
80219	10	1	40
80169	10	1	41
80159	10	1	42
02119	10	1	43
03019	10	1	44
03059	10	1	45
03129	10	1	46
03217	10	1	47
05649	10	1	48
14061	10	1	49
14071	10	1	50
14081	10	1	51
14101	10	1	52
14141	10	1	53
14121	10	1	54
14131	10	1	55
14151	10	1	56
14161	10	1	57
14171	10	1	58
15141	10	1	59
15151	10	1	60
15161	10	1	61
15191	10	1	62
15201	10	1	63
15221	10	1	64
16201	10	1	65
16011	10	1	66
16021	10	1	67
16031	10	1	68
16041	10	1	69
16051	10	1	70
16061	10	1	71
16071	10	1	72
16081	10	1	73
16009	10	1	74
16009	10	2	1
16089	10	2	2
16079	10	2	3
16069	10	2	4
16059	10	2	5
16049	10	2	6
16039	10	2	7
16029	10	2	8
16019	10	2	9
16209	10	2	10
15229	10	2	11
15219	10	2	12
15209	10	2	13
15199	10	2	14
15169	10	2	15
15159	10	2	16
15149	10	2	17
14189	10	2	18
14179	10	2	19
14169	10	2	20
14159	10	2	21
14139	10	2	22
14129	10	2	23
14119	10	2	24
14109	10	2	25
14089	10	2	26
14069	10	2	27
05641	10	2	28
03222	10	2	29
03111	10	2	30
03071	10	2	31
03031	10	2	32
03011	10	2	33
02111	10	2	34
80151	10	2	35
80161	10	2	36
80211	10	2	37
80149	10	2	38
81171	10	2	39
81181	10	2	40
81191	10	2	41
82079	10	2	42
92169	10	2	43
92091	10	2	44
92101	10	2	45
92111	10	2	46
92121	10	2	47
92131	10	2	48
92141	10	2	49
92151	10	2	50
93051	10	2	51
93061	10	2	52
93071	10	2	53
93081	10	2	54
93091	10	2	55
94011	10	2	56
94021	10	2	57
94031	10	2	58
94041	10	2	59
94051	10	2	60
94061	10	2	61
94071	10	2	62
85021	10	2	63
85031	10	2	64
85041	10	2	65
85051	10	2	66
85061	10	2	67
85081	10	2	68
85071	10	2	69
96101	10	2	70
96281	10	2	71
76061	10	2	72
76051	10	2	73
75009	10	2	74
66009	100	1	1
62129	100	1	2
62119	100	1	3
61049	100	1	4
61039	100	1	5
70069	100	1	6
70059	100	1	7
70049	100	1	8
70039	100	1	9
70029	100	1	10
70019	100	1	11
81099	100	1	12
81089	100	1	13
80089	100	1	14
80069	100	1	15
80049	100	1	16
80039	100	1	17
80029	100	1	18
01339	100	1	19
01349	100	1	20
01429	100	1	21
01419	100	1	22
01529	100	1	23
01519	100	1	24
01629	100	1	25
01619	100	1	26
02029	100	1	27
03019	100	1	28
03059	100	1	29
03129	100	1	30
03217	100	1	31
05649	100	1	32
14061	100	1	33
14071	100	1	34
14081	100	1	35
14101	100	1	36
14141	100	1	37
14121	100	1	38
14131	100	1	39
14151	100	1	40
14161	100	1	41
14171	100	1	42
15041	100	1	43
15051	100	1	44
18011	100	1	45
11511	100	1	46
11021	100	1	47
11031	100	1	48
11041	100	1	49
11051	100	1	50
11161	100	1	51
11171	100	1	52
11181	100	1	53
11351	100	1	54
11009	100	1	55
11009	100	2	1
11359	100	2	2
11189	100	2	3
11179	100	2	4
11169	100	2	5
11059	100	2	6
11049	100	2	7
11039	100	2	8
11029	100	2	9
11519	100	2	10
18019	100	2	11
15059	100	2	12
15049	100	2	13
14189	100	2	14
14179	100	2	15
14169	100	2	16
14159	100	2	17
14139	100	2	18
14129	100	2	19
14119	100	2	20
14109	100	2	21
14089	100	2	22
14069	100	2	23
05641	100	2	24
03222	100	2	25
03111	100	2	26
03031	100	2	27
03011	100	2	28
02111	100	2	29
01611	100	2	30
01621	100	2	31
01511	100	2	32
01521	100	2	33
01411	100	2	34
01421	100	2	35
01341	100	2	36
80011	100	2	37
80031	100	2	38
80051	100	2	39
80071	100	2	40
80091	100	2	41
81081	100	2	42
81091	100	2	43
70011	100	2	44
70021	100	2	45
70031	100	2	46
70041	100	2	47
70051	100	2	48
70061	100	2	49
61031	100	2	50
61041	100	2	51
62111	100	2	52
62121	100	2	53
66009	100	2	54
66009	100A	1	1
62129	100A	1	2
62119	100A	1	3
61049	100A	1	4
61039	100A	1	5
70069	100A	1	6
70059	100A	1	7
70049	100A	1	8
70039	100A	1	9
70029	100A	1	10
70019	100A	1	11
81099	100A	1	12
81089	100A	1	13
66009	101	1	1
62131	101	1	2
62141	101	1	3
63011	101	1	4
63021	101	1	5
63031	101	1	6
63041	101	1	7
63051	101	1	8
63061	101	1	9
64011	101	1	10
64541	101	1	11
64551	101	1	12
64529	101	1	13
64339	101	1	14
64341	101	1	15
64351	101	1	16
64431	101	1	17
64441	101	1	18
64461	101	1	19
66499	101	1	20
66541	101	1	21
66551	101	1	22
66561	101	1	23
66569	101	1	24
66549	101	1	25
66491	101	1	26
64619	101	1	27
64561	101	1	28
64359	101	1	29
64349	101	1	30
64331	101	1	31
64521	101	1	32
64559	101	1	33
64549	101	1	34
64019	101	1	35
63069	101	1	36
63059	101	1	37
63049	101	1	38
63039	101	1	39
63029	101	1	40
63019	101	1	41
62149	101	1	42
62189	101	1	43
66009	101	1	45
64009	102	1	1
64041	102	1	2
64051	102	1	3
64061	102	1	4
64401	102	1	5
67739	102	1	6
67729	102	1	7
67719	102	1	8
67609	102	1	9
67619	102	1	10
67341	102	1	11
67199	102	1	12
67189	102	1	13
67409	102	1	14
67399	102	1	15
67389	102	1	16
67549	102	1	17
67559	102	1	18
67569	102	1	19
67579	102	1	20
68031	102	1	21
68051	102	1	22
68119	102	1	23
68059	102	1	24
68049	102	1	25
68039	102	1	26
67571	102	1	27
67561	102	1	28
67551	102	1	29
67541	102	1	30
67381	102	1	31
67391	102	1	32
67401	102	1	33
67181	102	1	34
67191	102	1	35
67349	102	1	36
67611	102	1	37
67601	102	1	38
67711	102	1	39
67721	102	1	40
67731	102	1	41
64409	102	1	42
64069	102	1	43
64059	102	1	44
64049	102	1	45
64009	102	1	46
66009	103	1	1
62131	103	1	2
62141	103	1	3
63141	103	1	4
63361	103	1	5
63181	103	1	6
63191	103	1	7
63201	103	1	8
63211	103	1	9
64101	103	1	10
64111	103	1	11
64121	103	1	12
67079	103	1	13
67069	103	1	14
67059	103	1	15
67049	103	1	16
67081	103	1	17
68011	103	1	18
68021	103	1	19
68031	103	1	20
68051	103	1	21
68111	103	1	22
68061	103	1	23
68091	103	1	24
68081	103	1	25
68101	103	1	26
68121	103	1	27
68161	103	1	28
68131	103	1	29
68141	103	1	30
68151	103	1	31
68171	103	1	32
59461	103	1	33
59459	103	1	34
59709	103	1	35
59349	103	1	36
59061	103	1	37
59671	103	1	38
59009	103	1	39
59009	103	2	1
59073	103	2	2
59069	103	2	3
59341	103	2	4
59701	103	2	5
59651	103	2	6
59451	103	2	7
59469	103	2	8
68179	103	2	9
68159	103	2	10
68149	103	2	11
68139	103	2	12
68169	103	2	13
68129	103	2	14
68109	103	2	15
68089	103	2	16
68099	103	2	17
68069	103	2	18
68119	103	2	19
68059	103	2	20
68049	103	2	21
68039	103	2	22
68029	103	2	23
68019	103	2	24
67089	103	2	25
67041	103	2	26
67051	103	2	27
67061	103	2	28
67071	103	2	29
64129	103	2	30
64119	103	2	31
64109	103	2	32
63219	103	2	33
63209	103	2	34
63199	103	2	35
63189	103	2	36
63179	103	2	37
63369	103	2	38
63149	103	2	39
62149	103	2	40
62189	103	2	41
66009	103	2	43
66009	105	1	1
66419	105	1	2
66409	105	1	3
66399	105	1	4
66029	105	1	5
66019	105	1	6
52069	105	1	7
52059	105	1	8
52361	105	1	9
52279	105	1	10
52239	105	1	11
52189	105	1	12
52079	105	1	13
51099	105	1	14
40249	105	1	15
40239	105	1	16
40229	105	1	17
40219	105	1	18
40209	105	1	19
40199	105	1	20
09219	105	1	21
09111	105	1	22
09121	105	1	23
09131	105	1	24
09141	105	1	25
13011	105	1	26
13021	105	1	27
11201	105	1	28
11211	105	1	29
11221	105	1	30
11089	105	1	31
11079	105	1	32
11069	105	1	33
11161	105	1	34
11171	105	1	35
11181	105	1	36
11191	105	1	37
19011	105	1	38
19021	105	1	39
19031	105	1	40
19041	105	1	41
17151	105	1	42
17161	105	1	43
17171	105	1	44
17181	105	1	45
20101	105	1	46
28011	105	1	47
28021	105	1	48
28031	105	1	49
28041	105	1	50
28659	105	1	51
28649	105	1	52
28639	105	1	53
28319	105	1	54
28449	105	1	55
28009	105	1	56
28009	105	2	1
28441	105	2	3
28311	105	2	4
28631	105	2	5
28641	105	2	6
28651	105	2	7
28049	105	2	8
28039	105	2	9
28029	105	2	10
28019	105	2	11
20109	105	2	12
17189	105	2	13
17179	105	2	14
17169	105	2	15
17159	105	2	16
19049	105	2	17
19039	105	2	18
19029	105	2	19
19019	105	2	20
11199	105	2	21
11189	105	2	22
11179	105	2	23
11169	105	2	24
11061	105	2	25
11071	105	2	26
11081	105	2	27
11229	105	2	28
11219	105	2	29
11209	105	2	30
13029	105	2	31
13019	105	2	32
09149	105	2	33
09159	105	2	34
09169	105	2	35
09179	105	2	36
09213	105	2	37
40191	105	2	38
40201	105	2	39
40211	105	2	40
40221	105	2	41
40231	105	2	42
51091	105	2	43
51101	105	2	44
52071	105	2	45
52181	105	2	46
52231	105	2	47
52271	105	2	48
52369	105	2	49
52051	105	2	50
52061	105	2	51
66011	105	2	52
66021	105	2	53
66391	105	2	54
66401	105	2	55
66411	105	2	56
66389	105	2	57
66009	105	2	58
43009	106	1	1
43179	106	1	2
43189	106	1	3
43619	106	1	4
43629	106	1	5
42319	106	1	6
28109	106	1	7
28189	106	1	8
28019	106	1	9
20109	106	1	10
17189	106	1	11
17179	106	1	12
17169	106	1	13
17159	106	1	14
19049	106	1	15
19039	106	1	16
19029	106	1	17
19019	106	1	18
11199	106	1	19
11189	106	1	20
11401	106	1	21
11239	106	1	22
11229	106	1	23
11219	106	1	24
11209	106	1	25
13029	106	1	26
13019	106	1	27
09149	106	1	28
09159	106	1	29
09169	106	1	30
09179	106	1	31
09048	106	1	32
09038	106	1	33
08138	106	1	34
08057	106	1	35
08069	106	1	36
04179	106	1	37
02049	106	1	38
02151	106	1	39
02161	106	1	40
02171	106	1	41
03509	106	1	42
03519	106	1	43
03539	106	1	44
03529	106	1	45
03129	106	1	46
03218	106	1	47
03239	106	2	1
03222	106	2	2
03111	106	2	3
03071	106	2	4
03381	106	2	5
03391	106	2	6
03511	106	2	7
03501	106	2	8
02051	106	2	9
02061	106	2	10
04111	106	2	11
04121	106	2	12
08041	106	2	13
08031	106	2	14
08111	106	2	15
08121	106	2	16
09059	106	2	17
09022	106	2	18
09111	106	2	19
09121	106	2	20
09131	106	2	21
09141	106	2	22
13011	106	2	23
13021	106	2	24
11201	106	2	25
11211	106	2	26
11221	106	2	27
11231	106	2	28
11419	106	2	29
11409	106	2	30
11181	106	2	31
11191	106	2	32
19011	106	2	33
19021	106	2	34
19031	106	2	35
19041	106	2	36
17151	106	2	37
17161	106	2	38
17171	106	2	39
17181	106	2	40
20101	106	2	41
28011	106	2	42
28181	106	2	43
28101	106	2	44
42311	106	2	45
43621	106	2	46
43611	106	2	47
43181	106	2	48
43171	106	2	49
43009	106	2	50
43009	106A	1	1
43179	106A	1	2
43189	106A	1	3
43619	106A	1	4
43629	106A	1	5
42319	106A	1	6
28109	106A	1	7
28189	106A	1	8
28019	106A	1	9
20109	106A	1	10
17189	106A	1	11
17179	106A	1	12
64009	107	1	1
64391	107	1	2
63351	107	1	3
63341	107	1	4
63059	107	1	5
63049	107	1	6
63039	107	1	7
63029	107	1	8
63019	107	1	9
62149	107	1	10
62139	107	1	11
62129	107	1	12
62119	107	1	13
61049	107	1	14
61039	107	1	15
61029	107	1	16
61019	107	1	17
60269	107	1	18
60209	107	1	19
60179	107	1	20
60221	107	1	21
60039	107	1	22
60029	107	1	23
60019	107	1	24
07369	107	1	25
07379	107	1	26
01319	107	1	27
01219	107	1	28
01239	107	1	29
01529	107	1	30
01519	107	1	31
01629	107	1	32
01619	107	1	33
02029	107	1	34
03019	107	1	35
03059	107	1	36
03129	107	1	37
03218	107	1	38
03239	107	1	39
03239	107	2	1
03222	107	2	2
03111	107	2	3
03031	107	2	4
03011	107	2	5
02111	107	2	6
01611	107	2	7
01621	107	2	8
01511	107	2	9
01521	107	2	10
01231	107	2	11
01211	107	2	12
01311	107	2	13
07371	107	2	14
60011	107	2	15
60021	107	2	16
60031	107	2	17
60229	107	2	18
60159	107	2	19
